Country Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Germany,2398.381277,2757.055039,3281.906487,4350.083764,4827.659116,5306.90942,5661.794602,6548.311242,8114.16643,9603.130731,10270.50626,8551.490342,8261.113081,8257.190138,7833.825379,7936.230333,11338.08588,14006.24821,15183.79923,15078.40528,18943.13106,19668.60198,22199.09537,21275.3474,22530.66758,26437.67304,25448.29712,22431.58023,22614.60923,22102.87118,19500.54312,19430.54495,20511.69191,24728.87649,28411.4163,28838.89858,30768.16964,35118.98496,37932.45665,34720.85666,34850.27952,39513.9565,36963.30946,38937.18575,40303.20784,34643.35851,35640.25895,37667.78727,40795.56795,39679.62039,38456.17079,
Djibouti,,,,,,,,,,,,,,,,,,,,,,768.8544585,785.4559776,771.0778401,785.9366875,787.9529147,758.5843411,747.6266218,736.7164995,753.2134045,760.4543222,767.4788823,779.2503302,810.4535974,850.2250835,883.9725405,935.1042166,980.6307532,1119.306467,1090.537957,1073.69215,1186.392489,1282.565359,1787.916579,2072.335168,2282.589255,2315.119943,2334.385532,2645.356007,2921.338762,2957.257815,
Dominica,,,,,,,,,,,934.1751429,1055.900984,1149.453814,1268.154977,1390.886375,1531.833068,1755.456356,2001.3221,2291.640916,2454.640458,2662.780386,2855.954886,3045.73653,3205.963747,3383.115713,3496.357648,3672.117318,3842.164233,4122.116746,4124.718664,3976.409532,4200.953324,4040.725175,4177.695094,4362.537468,4352.067256,4838.457203,5139.953831,5587.172283,5803.199633,5819.256739,5650.799428,5502.386467,5545.15963,6687.277885,6140.128766,6726.118679,6064.626877,6549.646985,7097.679616,6112.484145,
Denmark,2934.619384,3243.637007,3933.638516,5285.862964,5738.703274,6809.818319,7553.465504,8448.494455,10256.96138,11786.60996,11605.36741,9899.821084,9623.810034,9688.440679,9426.510663,9981.112946,14188.09686,17596.62186,18376.64946,17652.81019,21591.3477,21579.22396,23778.20394,22232.41082,24351.40116,28807.24455,29027.06266,26711.92953,27337.11828,27413.09753,24674.79982,24861.98902,26835.61959,32684.41693,38017.64718,40226.38934,43171.1253,47949.53634,52191.64677,47556.31024,48006.39367,51274.6596,48726.81212,51890.07401,53737.96333,45791.26746,46785.19077,49198.99696,52811.05985,51344.03505,52682.05682,
Dominican Republic,,343.8273727,406.6748097,457.9688962,554.4417198,666.006293,712.4325517,794.2871198,824.4382918,933.0714251,1048.182259,1114.923181,1208.974075,1275.162991,1493.588918,694.8888701,849.7015133,781.6459926,692.8417161,860.9895036,900.7547136,1233.958352,1446.63637,1562.295858,1736.36572,1923.80115,2103.866341,2296.04873,2469.493748,2471.08669,2664.146119,2782.577888,2893.867491,2140.328367,2148.141592,3540.142681,3684.77072,4192.035493,4691.224978,4651.937594,5112.587048,5423.187356,5596.176117,5617.797511,5938.291029,6306.733163,6597.220573,6825.553858,7216.627755,7424.789087,6356.408267,
Algeria,279.3460432,291.5069338,372.3766964,451.8653354,597.2172732,704.6826947,754.3694579,820.9080404,1055.637452,1055.533351,1442.899269,1598.561858,1645.823517,1763.96295,1914.371528,2010.070474,2255.759391,2258.984484,1942.010012,1757.919115,1864.83439,1353.693372,1424.521414,1432.295893,1180.986346,1119.988491,1190.986904,1242.729948,1287.203859,1220.032335,1279.999321,1320.660896,1327.172515,1534.7012,1876.875985,2066.24192,2305.071626,2783.933699,3455.449235,2946.262591,3425.192254,3985.963477,4122.882052,4071.019378,4121.254083,3295.627682,3286.550544,3331.563928,3229.900931,3142.19663,2736.448036,
East Asia & Pacific (excluding high income),102.9531625,107.3173774,117.4310664,142.9447137,154.7149976,168.9826926,166.1183477,187.7550214,178.8714645,191.2939493,214.442431,230.7163673,243.3304142,252.2687663,272.0892275,295.6592277,288.7091672,271.228356,309.8333751,339.7889551,357.6279003,392.5373275,438.4305025,481.1036475,580.0058539,705.3352108,804.5425295,840.3219425,789.5324937,894.1547242,984.5500227,1065.131992,1275.574413,1584.778717,1908.809912,2285.185033,2847.409576,3777.824978,4894.454075,5458.206784,6373.388065,7527.48883,4139.999607,4451.666095,4800.91464,4950.230316,5039.169682,5486.703428,5983.69493,6109.367481,6089.837706,
Early-demographic dividend,199.5344398,211.206118,225.5747733,279.4879909,361.2644092,386.8566778,407.8557015,441.4197863,479.486245,533.1323134,654.4063397,732.2946141,692.673549,678.07962,656.4498358,664.5891654,661.0277178,643.2261064,672.1552396,662.774977,758.5414484,799.7796181,870.7198189,957.7041188,994.2211789,988.9437052,1066.335498,1138.745434,1133.355977,1200.751934,1280.961645,1283.929741,1324.894587,1555.199213,1841.329285,2170.261208,2574.355282,3238.06558,3886.542478,4036.174863,4735.080284,5298.641225,2781.95704,2775.236281,2838.433816,2735.355679,2766.670442,2943.520843,2902.921639,2964.110703,2714.56085,
East Asia & Pacific,272.7005788,293.4890031,353.4391181,454.2815059,507.6961999,546.6445322,588.3218601,688.8861122,860.0245481,900.975752,945.1122223,1026.878307,990.4743904,1040.776264,1098.874543,1144.831225,1474.832489,1686.584024,2014.378872,2053.291912,2100.353034,2331.690514,2495.548032,2753.600721,3037.640241,3444.987944,3284.381235,3102.200657,2746.617034,3074.46646,3321.082514,3118.364133,3264.288208,3740.136448,4284.853916,4686.471902,5180.806912,6133.573323,7331.2595,7788.833513,9019.128263,10399.62043,7335.996574,7299.685034,7501.172398,7404.869353,7626.913266,8113.013128,8653.272232,8746.967477,8628.353835,
Europe & Central Asia (excluding high income),,,,,,,,,,,,,,,,,,,,,,,1404.919524,1363.959996,1119.216767,1239.291532,1358.277134,1448.643949,1435.056821,1251.281361,1400.671042,1367.979479,1571.592379,1985.011214,2677.511863,3401.773844,4162.705052,5485.415064,6716.467362,5252.944833,6273.242179,7649.219556,8100.805025,8563.171615,7927.631918,6152.892137,5827.641291,6445.937462,6502.319376,6605.966465,6218.449919,
Europe & Central Asia,1160.26883,1294.195364,1535.251964,1930.806419,2144.638426,2479.534553,2555.519815,2860.633232,3467.764018,4195.012314,4686.961725,4095.808937,3899.079992,3760.525177,3596.819474,3700.324508,5057.151037,6209.035867,6886.536695,6981.998392,8597.96193,8859.40322,9614.258862,8726.843324,9145.615149,10490.48713,10761.78361,10238.09518,10591.10529,10480.95282,9821.469282,9868.414828,10724.83179,13039.61333,15206.10042,16141.34303,17388.6569,20158.38379,21754.51586,19052.15536,19522.17224,21518.23971,20629.37978,21457.24005,21657.27763,18603.97006,18479.87039,19489.46095,20769.09747,20393.15684,19404.25829,
Ecuador,434.2367872,405.0455132,449.9066996,515.0188018,831.8558663,989.9117246,1117.227084,1333.973948,1387.10329,1493.86597,1838.78599,2246.319017,1980.494945,1601.768506,1520.469122,1503.607996,1351.778867,1187.303619,1021.585943,1026.997676,1103.268288,1293.86023,1361.970283,1385.712004,1644.146042,1707.500645,1681.328413,1902.866283,1892.722965,1192.326377,1001.722832,1448.547926,1699.661147,1900.724131,2003.604365,2178.909594,2392.310341,2589.224708,3121.651632,3367.420372,3641.221644,4036.852495,4478.059384,4842.571211,5083.544956,4955.530247,4845.723074,4895.177109,4811.921736,4715.532405,4184.174237,
"Egypt, Arab Rep.",221.5116018,231.4961957,245.5241091,259.6690459,226.9698989,272.8265252,295.7327645,301.2224841,289.5436024,286.5812384,315.2807025,324.3998076,432.9559748,478.0794663,507.2334863,559.8566328,641.472767,642.9648103,550.7004386,588.1105497,591.2117453,550.2391369,604.8891649,675.5217371,746.4853337,839.7939805,921.2006976,1074.929719,1173.791414,1198.375781,1276.387783,1254.662608,1061.425397,968.1526549,908.3432264,991.7915821,1175.560158,1423.808381,1707.422757,2028.108205,2253.540793,2316.659416,2752.727117,2792.448947,2931.0496,3217.949403,3183.425183,2152.196345,2200.000273,2614.466483,3172.54793,
Euro area,1970.744622,2215.899906,2658.003945,3427.300957,3826.879891,4390.528478,4565.194173,5159.26247,6295.290922,7581.224014,8401.689735,7188.4419,6898.907043,6725.088494,6447.133857,6621.505512,9342.167874,11557.10889,12695.6941,12909.60698,16140.1057,16623.25592,18224.45236,16551.79469,17385.36079,20094.26319,20304.42674,18506.02871,18975.92646,18870.37854,17076.32556,17220.1818,18519.27655,22718.2211,26038.62599,26822.60179,28452.92959,32453.02031,35021.85771,31815.88608,31150.48112,33714.02778,31152.65547,32404.75015,33015.97076,28334.05486,29084.41944,30710.16348,33235.94636,32408.48,30709.99228,
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,179.9902819,204.9907495,217.5163429,255.3484019,253.4970344,279.837255,264.0128774,260.7669561,269.2580761,251.3199067,283.1750166,347.4444271,334.3797014,363.2202383,384.1918448,390.638936,528.2066144,438.9221744,440.6122927,,,,,,,,,,
Spain,1052.814979,1187.210701,1503.326019,1989.540296,2433.069856,2813.014449,2862.07894,3162.357815,3799.118595,5016.04973,5350.700117,4553.844854,4359.219069,3750.190522,3752.651736,3966.604017,5567.988552,7080.972635,8325.344928,9238.6789,11964.0454,12862.58311,13985.04939,11562.12032,11428.89367,13409.2477,13900.0358,12723.92552,13323.84351,13612.95289,12745.99026,13202.56652,14656.48341,18506.72316,21336.0525,22501.4182,24010.19049,27342.82909,29478.2104,26732.56108,25461.53255,26178.40659,23567.26338,24230.45537,24654.43139,21695.62677,22460.53244,23800.55225,25763.59707,25106.17833,22515.86202,
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3406.052036,3745.002166,4412.74613,5885.170521,7260.07832,8609.339649,10333.38143,13298.75775,14456.5161,11654.87762,11359.17844,13733.67106,13886.47355,15448.51411,16450.54989,14201.41866,15040.09065,16677.88733,19086.7926,19446.14301,19404.06841,
Ethiopia,,,,,,,,,,,,171.7022988,165.4438518,195.7164294,178.8324512,211.548537,203.8386556,212.8499282,210.5224568,213.2004487,215.2047297,230.5435678,164.507856,133.9998959,90.55317951,85.88065643,97.28793779,96.16483399,79.21730451,89.41637361,93.31807736,91.08013539,76.54474301,65.37589214,86.48059175,111.0769206,139.6090951,169.402175,235.8801642,280.7711419,253.7920062,257.3696849,344.1105376,371.0460193,433.3202347,491.1463145,562.0812789,612.8552913,649.8195879,730.7278011,808.2825157,
European Union,1644.568345,1845.0841,2210.901858,2843.54541,3168.464084,3651.567589,3805.197262,4276.863301,5188.41384,6231.955339,6896.185184,5918.919633,5653.943587,5491.219412,5285.392962,5430.484953,7631.329587,9439.200725,10347.45628,10525.46526,13097.64767,13496.0327,14771.33951,13378.18025,14145.3559,16442.65566,16701.26707,15285.3076,15727.49761,15642.84765,14268.11795,14434.54107,15604.03029,19145.70091,22016.43196,22903.57714,24435.15749,28081.28449,30632.19405,27580.97618,27264.34716,29582.45729,27441.37646,28631.54253,29190.45909,25126.10081,25780.71084,27360.31682,29650.77222,29054.21264,27753.69008,
Fragile and conflict affected situations,,,,,,,,,,,269.3166032,462.3758986,434.5535773,350.2421981,300.5096862,302.2374932,282.9265056,268.741682,294.0275943,253.1275158,412.4709815,440.9132759,447.1152626,426.9999216,443.8872196,571.271822,616.8867218,742.3570837,869.8287267,1088.835798,1270.208477,1390.072214,1746.809935,2339.085707,3013.912087,3773.218231,4851.048972,6562.738905,8732.802459,9469.721675,10795.07908,12030.87947,1813.188916,1784.716147,1874.45366,1562.251116,1388.987387,1362.307097,1424.831123,1493.130294,1327.091946,
Finland,2137.893209,2331.777291,2722.306182,3559.935217,4481.946423,5229.751761,5605.992177,5796.104266,6254.733548,7740.970613,9262.690474,8941.341309,8947.928047,8545.406774,8840.972948,9305.618132,12247.00446,15131.7745,17980.99888,19230.12883,22301.93954,19436.22011,16722.71182,13110.86105,15458.38237,20756.4482,20573.77699,20045.52635,21136.24946,21501.63162,20018.50603,20684.98173,22351.16344,26996.79774,31444.9318,32316.61131,34285.94584,40123.13373,44029.86765,38635.31695,38271.33565,41749.2087,38731.29636,40448.51064,41116.26885,35090.67225,35774.37333,37753.2358,40858.35776,39705.32683,39997.76705,
Fiji,,,,,,,,,,,1667.032011,1674.425826,1523.871765,1421.974231,1467.102844,1415.843036,1590.812256,1424.385928,1333.295326,1419.754063,1557.825,1606.992507,1758.066558,1854.592619,2008.312437,2197.215235,2379.492494,2269.55433,1748.68087,2031.970877,1849.125872,1779.517889,2047.196733,2522.34605,3003.950994,3319.051005,3195.948353,3573.634994,3709.367657,3051.783117,3192.519092,3670.420273,3828.126632,4178.115023,4598.214875,4328.283191,4601.823211,4807.055256,5064.608527,4843.637405,4028.835761,
France,2516.1485,2786.281814,3374.167924,4339.512664,4611.775638,5758.193556,5899.238069,6448.407229,7924.473615,9556.823874,10827.05061,9410.69788,8835.531466,8348.79975,7852.80702,8192.532103,11462.87002,13845.84792,15024.30494,15010.09327,18465.00125,18272.74281,20124.23213,18915.15758,19860.6388,22805.52562,22936.16118,20797.49201,21522.12304,21416.51899,19282.26954,19354.95807,20631.95353,25269.65542,28831.52171,29725.89239,31165.96553,35446.42509,38533.71904,35101.60421,34362.64033,37138.15578,34395.24864,35867.20309,36186.21498,30896.19303,31182.41944,32583.28094,34970.81729,33963.60735,31797.69436,
Faroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,,1952.983832,1962.433611,1988.464435,1945.16065,1775.202536,1862.93428,1927.378886,2049.595077,2110.138752,2124.494008,2148.816247,2137.695108,2261.777317,2313.081344,2380.604912,2428.575696,2673.00159,2730.855064,2826.611241,2995.025445,2973.067695,2967.415336,3206.402245,3253.855959,3459.644143,3366.540591,3691.460628,3662.278156,
Gabon,342.0540969,388.1944859,412.0711344,760.8388712,980.4829054,1584.010031,2714.968719,2218.288199,1541.393732,963.5634664,2967.063363,3521.005885,3444.750848,2909.18933,2666.587566,2424.349308,2555.248636,2135.521745,2872.283437,2577.908014,2853.687557,3072.402243,2818.401651,1830.166745,1957.684933,2096.048687,2386.735252,2237.173983,2279.86221,2021.868741,1731.983359,2117.073205,2351.152263,2733.698277,2679.843953,3230.865214,3159.280757,3659.549169,4177.152764,4197.651356,4333.115572,4840.771709,4808.132396,5078.989086,5862.868236,4827.831923,4590.648796,4495.287208,4816.555509,4527.791131,4331.517238,
United Kingdom,2256.436565,2523.515171,2872.583011,3240.189719,3464.370126,4084.995216,3916.468303,4337.338116,5507.494061,7024.68797,8874.051329,8382.270331,8022.134527,7648.442263,7199.38923,7511.327248,9411.516177,11510.12767,14039.01555,14046.81733,16350.97678,17119.26301,17930.85509,16132.38974,17703.44012,19042.54552,20252.88496,22797.93876,24774.03833,24798.89175,24385.68266,24028.78754,26135.10803,30014.03962,35152.72723,36781.09341,38323.67274,43183.50006,39882.87978,32482.1288,33542.75456,35785.7842,35586.94474,36158.26588,39648.66872,37594.07964,34318.70353,34123.72283,36246.66157,,,
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.6989764,606.709536,653.3160564,694.210237,735.5137246,865.5270805,1146.653187,1442.682506,1773.975555,2296.344666,2882.875336,2433.256989,2713.778686,3350.431923,3765.167301,3904.337857,4039.264711,3333.06343,3259.457768,3507.366515,3864.344408,3821.728826,3401.805193,
Ghana,,236.387902,200.3443534,225.0765308,258.4702505,239.7913612,231.2929686,260.0952496,299.6101945,321.5553585,339.5225393,321.6192599,296.1194928,289.8240149,302.6449931,297.6796196,364.8984725,310.5070788,309.1200531,304.8927131,328.2477576,360.7151316,336.538035,294.5035943,248.9581977,287.1098094,298.1101421,292.696022,311.2150152,329.6689312,191.8404039,204.5551424,229.3394813,267.1155326,316.1089801,384.1041099,755.0769122,883.1049422,993.9497054,868.8823783,1032.055646,1145.761726,1138.52549,1833.027309,1478.720342,1354.768009,1516.536269,1553.781409,1718.405483,1751.127,1751.544934,
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,,,,,,,,,,,,,,,,,284.9546611,291.3502736,334.7282827,323.6581208,346.1440141,382.9914412,421.425659,422.2270183,422.9310388,425.3612412,436.6186053,424.7305285,386.4671985,368.7483173,307.3844404,281.8903171,289.609285,294.5424377,316.7061042,233.3407917,380.2331871,557.2853519,599.763913,549.5324001,552.7856565,528.8152846,579.7848951,599.8008232,617.5754395,619.47348,574.9098167,685.6821145,765.1877946,857.3307897,920.0344564,
"Gambia, The",,,,,,,,,,,314.3070179,276.772752,263.7995432,237.9491299,209.4882742,289.457359,233.230524,258.9353574,265.2825653,245.0989391,252.1007633,577.6569278,574.2086274,585.597816,558.734724,567.1944565,593.0901829,535.4950304,540.5623241,509.1280686,471.5840861,396.5886252,311.0361084,247.6073492,517.102267,535.9342266,525.9129339,618.1205899,723.9804628,644.023485,661.7794668,555.6113699,529.2233345,501.8079277,439.0604918,474.2399727,489.146957,486.4916096,564.9594496,591.1331308,596.5364418,
Guinea-Bissau,,,,,,,,,,,78.65324987,141.3703818,135.6083554,148.0885892,120.3337113,145.8349829,101.2034986,136.4732711,119.5118884,161.407205,180.6077451,182.1994023,148.7221999,161.7965237,153.0170345,142.3260286,154.1351357,158.1649796,99.34752986,131.9341883,245.7436009,255.1184691,266.3507174,277.2536386,318.6136619,346.4194448,343.9014063,379.2563421,457.3371336,419.917775,437.2704878,572.6659019,475.3010555,475.7798302,490.8978737,466.2742077,521.9572521,588.2918893,662.9536468,655.0614245,628.984664,
Equatorial Guinea,,,,,,,,,,,155.2401936,74.19597398,66.77105494,91.71310506,110.0736126,131.5011846,147.7495734,176.8375102,190.2401745,150.4309036,223.7715781,231.8741634,281.4243024,232.845124,93.94755945,106.0693261,208.4566605,196.9375863,258.9953969,171.1446864,,,,,,,2177.386048,5055.837016,6310.606738,4996.737725,2370.646597,2826.150262,2224.479071,2392.002589,3177.298631,2807.366362,2466.423826,2602.339396,2965.329993,2443.131668,2646.61115,
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20769.15307,23878.42492,26191.82512,24323.03441,21620.41395,20242.19789,18109.51425,17839.75186,17975.14232,15038.68213,14893.39212,15508.12648,16488.71856,16142.62866,14753.83365,
Grenada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,,322.867608,333.737126,400.4174794,482.1306228,541.0214923,638.8084119,789.1351488,853.1530203,945.7016885,1044.543698,1112.081763,1091.849696,1101.640528,1114.290837,1119.155447,801.575158,768.0333397,829.3925142,868.9142228,763.9127084,931.4303818,1002.986025,1070.450482,1186.280514,1304.212064,1352.573453,1495.094297,1595.192042,1459.717475,1490.61916,1395.780596,1490.842231,1529.340155,1621.442014,1791.508741,1925.465651,2113.23563,2388.458358,2248.252,2395.986218,2699.08197,2848.162872,2980.023693,3189.457845,3416.264362,3534.347287,3762.809658,3811.795522,3973.275248,3944.813794,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,,,,,,,,,,,572.4266094,511.2560165,341.3745871,406.677851,376.5214026,411.3120621,448.873916,262.2902455,345.5966068,267.904453,301.4597856,193.778027,256.239367,369.1267277,426.5148787,462.2704987,625.8735278,659.6999099,715.4631887,679.3544368,762.2591499,764.3844221,763.1867739,773.7505836,812.5623568,873.6883394,2766.096372,3246.9103,3600.614672,3737.57772,3863.253875,4068.576181,4516.187226,4700.419141,4742.115544,4987.532426,4827.526326,5226.829207,5492.672012,6052.928996,3780.34693,
High income,2477.001466,2707.345045,3110.970606,3722.650949,4071.773296,4498.528118,4856.306634,5438.660491,6482.16791,7274.516378,7967.458012,8036.733877,7973.509008,8127.594904,8479.590565,8841.745667,10694.81191,12302.35218,13850.29154,14261.47471,15812.17703,16554.74168,17663.16758,17553.41759,18688.97557,20608.68165,20694.56573,20288.52571,20376.09271,21188.48943,21434.41102,21135.24458,21837.0832,24329.89163,26955.2101,28282.81227,29752.14904,32061.53851,33272.54607,30921.83828,32526.87416,34943.15062,34939.72204,35165.11967,35842.49221,33686.80145,34086.23916,35514.52982,37437.02061,37570.73825,35966.20889,
"Hong Kong SAR, China",,,,,,,,,,,5398.087105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,,233.6211558,247.4618921,265.7691872,292.9550681,310.8274506,362.2572246,428.9350226,789.6491946,866.861207,932.1691363,928.483972,906.4112001,968.9828528,1038.579019,1095.331588,1144.191683,1211.15179,1109.215223,988.1673827,841.3546241,769.7331715,795.7664277,800.3787519,730.3751058,812.6931796,775.020014,839.9428943,915.0485545,904.1540287,976.4104203,1009.600433,1006.717421,1023.582274,1065.662806,1149.237722,1249.223647,1411.534886,1561.224452,1618.655744,1651.008643,1845.47264,1863.162247,1825.747957,1892.646047,2009.564048,2028.70114,2153.196954,2166.213368,2238.724602,2125.111566,
Heavily indebted poor countries (HIPC),,,,,,,,,,,,292.1832069,280.8702219,273.4918065,272.2890656,277.7002219,312.0594761,332.5202467,329.4325871,300.3139909,311.6667896,311.6564936,291.2665254,285.2884218,225.0838514,252.0112277,269.2271513,272.3735068,286.8319617,289.90577,302.4969151,278.9014933,288.1849461,309.7555308,346.348088,380.5956306,431.3724785,492.5501523,579.9258944,593.047659,612.3053806,657.9874605,669.2622687,741.5279747,773.2457695,751.1143439,742.0541776,772.7953272,814.2005089,827.2486794,790.5801203,
Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,4058.742192,4430.520617,4472.260461,4788.453564,4314.005858,3987.99197,4306.938617,5115.691204,6461.477463,7844.648993,8764.052634,9615.404362,11493.6965,13256.61856,11579.86806,11146.21169,11746.09554,10695.65816,11304.38437,11238.21638,9971.904025,10206.83521,11310.56855,12673.84863,12778.65134,12132.9221,
Haiti,,,,,,,,,,,231.3739468,242.7989993,233.5837637,255.8980125,280.8595292,304.084006,345.6741179,296.7006651,371.6572331,381.1924777,423.923807,465.5470711,297.8633234,243.8149494,278.448562,351.7095476,358.2317339,404.7404953,442.6465276,488.3228649,794.0119562,721.3614985,675.6846343,527.1254209,644.6785988,750.9863006,772.9616632,967.8434388,1039.274133,1133.421838,1132.851599,1226.13669,1271.856681,1360.826986,1367.713314,1329.273231,1217.700023,1287.530506,1399.571613,1238.097043,1194.944351,
Hungary,,,,,,,,,,,,,,,,,,,,,,,,3007.773693,3250.99572,3431.031789,3392.193465,3410.854549,3550.987817,3547.856968,3455.932595,3991.0969,5133.091234,6545.757817,8021.207396,8737.890347,8916.269676,10608.51191,12120.56633,10128.92515,10184.04286,10943.03993,10014.81565,10832.09687,11190.27355,9986.740511,10569.49245,11639.20351,13152.04203,13604.1339,12720.39012,
IBRD only,174.8818782,186.9569402,204.6824258,256.5607178,304.027478,321.0563494,338.2596463,375.3594073,395.6350441,447.8021414,514.6934371,558.0832705,541.6323931,521.4360522,526.2512843,547.3400177,565.9023733,560.3971793,602.4417345,619.4093188,708.7094927,732.0009652,795.0307377,856.9937941,950.9981849,1061.182201,1158.807923,1216.732911,1171.214018,1124.67643,1201.29391,1202.250816,1209.457031,1336.813563,1562.651457,1832.675073,2149.021682,2661.083689,3112.933564,3034.750489,3592.1307,4113.63167,4356.274967,4540.127684,4664.41458,4372.074731,4368.819326,4782.969952,4953.466979,5018.780176,4740.171865,
IDA & IBRD total,166.6220893,176.0557801,192.062816,237.4067126,283.5225991,303.1548267,317.3471048,349.4429283,370.5771608,417.1444158,481.2286235,548.0787428,527.0836557,495.1274365,491.7463247,508.7910926,522.1608823,518.2457744,554.1322523,564.1087245,640.5433861,660.2915761,709.8609992,757.5132341,833.5627422,932.819587,1019.900105,1072.887136,1046.497668,1026.276497,1101.244905,1114.928078,1165.786735,1340.100307,1592.994603,1889.586974,2261.191854,2857.601722,3458.803729,3500.344158,4093.581124,4677.63385,3561.834253,3702.869141,3804.551126,3573.166991,3552.045274,3854.321685,3980.885617,4030.316886,3804.211712,
IDA total,,,,133.0976326,174.7471877,213.2417177,210.9602541,216.1336043,246.2540212,264.515042,319.451373,514.0001862,469.6963683,377.5011237,334.0606616,333.486891,323.7323963,329.7391847,339.363944,319.392324,340.9357213,348.8630552,345.79554,335.8849727,340.2391205,402.3489059,454.7766815,497.0489507,559.8818347,654.9375269,731.7837151,797.5764642,1012.619534,1360.17448,1711.305024,2102.153494,2665.848915,3551.318476,4654.966739,5083.209691,5778.953805,6550.704647,1048.573984,1085.475119,1149.207211,1135.902421,1092.329889,1094.261755,1129.843717,1174.555046,1141.302784,
IDA blend,184.3753563,159.7938873,171.7538411,171.0328901,220.5648447,261.8306246,306.5270303,308.4826204,337.0611036,353.7221207,455.3318899,979.0979424,881.0940007,643.841779,526.9426176,506.7808784,453.9593738,437.6355952,447.2942474,394.7592694,411.6518843,417.6863358,403.5609133,346.3485484,345.5216634,400.0695766,429.962609,432.3247957,424.4298753,434.2814434,451.7745216,454.3595184,494.7591528,539.9317082,632.8829347,726.62131,919.0775205,1032.109628,1184.455762,1124.773793,1248.678917,1379.26798,1516.402794,1631.247458,1745.457173,1691.401228,1562.381703,1475.868562,1471.848927,1489.44753,1404.165285,
Indonesia,72.92874411,72.09537912,80.48303263,113.9966007,158.8712265,187.374707,225.6774608,265.4690034,295.2452263,242.0878605,353.4499114,439.3109547,491.7564918,421.3522301,428.9665703,429.0094292,410.6812543,370.3070211,411.6867681,443.4393786,480.7633354,542.6456664,584.7804033,724.81758,813.7813841,910.7898804,1006.879178,942.6338958,393.1364108,555.5888936,634.6176065,542.3211754,669.4844059,785.6859302,825.0760787,886.2302106,1133.421899,1327.304598,1550.172814,1677.069697,2338.715881,2692.078783,2770.38693,2729.179698,2626.141105,2561.61168,2820.046861,3040.492832,3082.900033,3274.830618,3079.279629,
IDA only,,,,,,,,,,,,241.9772123,227.9941763,221.3923948,221.4044726,232.0938132,247.7969473,266.8024581,276.2267943,274.9978092,299.0974305,308.0454187,311.1094743,327.289347,334.452149,400.0881012,463.9808602,527.0139951,626.634794,769.1902648,878.8817026,977.4732833,1283.220242,1787.54488,2272.408341,2817.185609,3573.773625,4860.292181,6458.955555,7142.419738,8140.278612,9251.826959,813.4183527,810.3099243,848.0674144,855.1179889,855.157696,902.6186079,958.7759357,1018.143022,1012.534968,
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,104.0707505,109.6604555,113.677128,132.8917525,150.1441751,142.8249678,145.9941219,167.4287704,185.3375175,201.4219967,241.6577226,242.1807546,243.0000546,259.699094,245.354434,261.0650619,275.0332814,300.29386,312.3302376,303.0829232,320.7122685,262.5962028,274.9149646,262.8631935,303.7148072,327.9671559,352.0743074,365.2432944,365.6184417,390.0546457,387.1330926,395.2740509,412.9764264,479.9918377,548.2575877,621.6266559,699.9143084,892.1706384,851.7209071,957.4353659,1170.07715,1255.044358,1244.98606,1251.497363,1364.244425,1404.288718,1503.763077,1736.282166,1744.112142,1837.622208,1678.70839,
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
