Country Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Ireland,1443.764173,1650.137957,2015.347379,2324.894638,2394.06186,2852.727776,2759.660627,3186.030584,3975.517511,4862.627073,5625.700747,5303.130416,5304.212114,5009.502792,4736.495689,4938.983662,6734.332712,7958.488167,8806.657253,9049.542795,11509.62467,11544.30405,12708.85065,11914.81535,12932.7881,15297.39387,16772.23316,17876.47743,19102.80077,19982.7667,19882.73318,20882.8173,23548.4902,30498.53247,35159.38402,37319.03639,39692.69942,44438.94102,44490.10799,35986.68021,33741.12186,35023.2045,32427.4805,35738.65004,38566.24764,34237.17724,36341.30453,38223.00845,42205.50709,43023.86865,41479.25978,
"Iran, Islamic Rep.",282.0756783,337.3827936,415.8574467,648.2684956,841.9178296,1053.66909,1344.105381,1588.317393,1445.410469,1760.413172,1942.855089,2049.774929,2431.182926,2919.963315,2912.705819,3096.939718,3465.026506,2062.745847,1862.191376,1725.082919,1674.826507,,,753.7936652,854.7088371,1145.982707,1437.728744,1374.356831,1359.809793,1375.068683,1227.011611,1479.988867,1528.893598,1781.649841,2196.89679,2537.929166,2959.289784,3978.242183,4529.634013,4704.648983,5476.618071,6374.680595,6442.289753,4793.490548,4407.288709,3903.75347,4253.36361,4362.087401,2562.381798,2338.073712,1819.687045,
Iraq,,,,,,,,,,,2054.020438,1829.804101,1988.517472,1943.191665,2245.345844,2153.955839,2096.91121,2399.973507,2715.423296,2694.17423,7982.526452,,,,162.4380851,519.5809801,403.3894165,757.6857712,726.3059178,1321.557078,1658.533494,1143.398822,972.6485014,642.9265706,1007.382555,1195.565698,1658.623009,2347.804985,3661.801894,3204.262822,3736.019586,4601.768789,5325.387425,5535.444328,5108.649567,3716.310453,3622.876826,3860.22818,4410.593547,4550.333132,3268.102762,
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32094.73693,32294.14871,39104.08126,43168.23481,42267.30529,49914.17936,58170.19205,58338.79314,57512.77928,48047.37832,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,15410.50436,16346.19837,16508.41258,16267.87326,15678.85137,16929.64031,16599.36049,14977.42634,15378.70295,16226.89034,17168.78056,18440.09104,21167.91928,24749.78514,23092.33921,25993.59433,28727.31746,27344.63646,30915.32336,32573.77357,30745.76487,32080.14792,35289.63642,36439.47952,37969.91054,37538.06694,
Italy,1886.984794,2067.426395,2395.381823,2857.823702,3175.881665,3554.602133,3502.229033,3996.636563,4889.032429,6138.735512,7335.278213,6482.504862,6405.011192,6656.3651,6583.659213,6775.517345,9604.701159,12134.65666,13453.22634,13959.41915,17610.80655,18519.78383,19499.58199,15675.22307,16155.11912,17382.71042,19505.313,18552.6361,18943.54936,18730.57017,17038.54887,17377.73062,18791.71125,23138.36733,26385.37358,27050.80724,28309.89992,31793.36022,33665.21354,30590.34418,29579.78865,31629.36587,28559.12595,28931.35782,29019.92383,24525.08942,25533.34324,26799.77759,28881.23893,27981.939,26018.16364,
Jamaica,,661.2620261,838.1477293,836.1207311,1053.442858,1230.738665,1198.16516,1281.313328,993.7539172,874.5055734,925.3397825,1052.486236,1157.634541,1288.078568,753.7069932,632.1802789,883.0347966,1069.436858,1283.301644,1488.544039,1528.138042,1328.712853,1177.975799,1920.914685,1843.244298,2228.518079,2538.291676,2876.610284,2988.027132,2962.830302,2982.815058,2999.904398,3106.416976,2995.69588,3226.210961,3526.595935,3746.1884,3990.238998,4315.250503,3741.045409,4141.918076,4515.193671,4724.858747,4472.616694,4342.651511,4364.31972,4257.764709,4540.422145,4751.850791,4819.351568,4194.961947,
Jordan,,364.5445067,405.1313646,472.653143,580.9161197,644.8596119,773.1982951,928.7929122,1126.468367,1368.336106,1564.362878,1697.395263,1721.424226,1727.462923,1626.594143,1532.315524,1900.355882,1905.882133,1657.79874,1061.450188,1005.499464,937.7967749,1135.437841,1148.315359,1226.130987,1282.097013,1264.248191,1300.653989,1412.374914,1415.682568,1504.560122,1582.54223,1641.697289,1722.408542,1908.31244,2043.530531,2382.966671,2600.996669,3242.469655,3324.996895,3425.483145,3517.944837,3575.732534,3728.421961,3802.444012,3828.361197,3825.706178,3960.384594,4045.428537,4164.816821,4063.743736,
Japan,1687.031633,1859.693391,2420.903835,3256.191221,3572.416626,3863.258373,4320.962157,5273.097079,7369.819999,7583.922352,7839.935301,8508.343081,7865.357769,8539.732107,9007.849545,9521.291821,14024.1105,16976.75306,20511.38483,20202.8862,20594.33963,23252.96959,25069.74112,28278.55806,30710.75589,34281.82144,30334.65242,27493.09698,24814.31604,27910.03061,30011.84255,26385.12112,25067.71498,27144.32288,29594.34457,29290.10696,27904.02951,27831.55622,30439.04735,31110.77293,34447.15661,37409.02866,37903.90643,31896.94583,30119.04563,27521.55492,30785.33276,30605.77273,31110.49065,31802.99832,31279.10512,
Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,1124.408411,1006.799781,1040.649771,1051.557228,1144.699988,,856.2614573,751.9682618,1009.106376,1090.345201,1384.87904,1820.384613,2188.267071,2979.193083,4360.231314,5184.578806,4816.475977,5735.843717,7165.40206,7960.779683,9526.286062,8897.649329,8075.269209,5736.397929,6633.288828,6584.757652,6758.67195,6633.98322,
Kenya,,126.4936124,144.4842506,158.0890667,182.123554,190.6447122,193.4003869,240.7353218,275.7220838,312.0906418,352.2796333,319.8306172,280.0551222,260.3458173,262.6627679,252.9991928,286.2830866,303.9470773,305.8724962,293.8035315,286.1586488,260.1781828,251.6193408,163.1076004,201.1346844,244.6713077,328.0926142,353.3284141,371.8505286,332.278538,319.6824263,319.1469325,311.9545303,336.7426537,360.1852897,416.737603,570.2081076,683.116942,752.3488231,737.9860132,781.6827975,807.1109699,941.8904641,1001.280808,1061.234468,1090.235179,1277.204029,1328.255662,1478.446592,1565.609473,1541.135335,
Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.5730975,275.4130036,203.2664909,218.4636884,252.5567157,261.403729,318.4869461,358.885824,403.073216,477.4202757,644.4676322,803.8835679,725.1254654,674.1018183,823.4602027,990.3202971,978.6348538,980.3241431,848.8964577,886.0484298,959.343498,1070.438529,1069.240278,792.2285775,
Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,,299.7243688,292.1607947,282.2389047,245.7795789,267.6275098,269.9077378,287.017892,299.6451917,321.7294938,361.0924906,419.4485465,476.7630032,561.8150441,660.9482785,644.7082246,681.8885071,766.5157509,822.1563541,884.3260269,936.0857785,984.649489,1070.136378,1161.746699,1257.156491,1379.878707,1319.769443,
Kiribati,,,,,,,,,,,591.7245897,586.6728543,673.3396189,685.1600508,554.3506232,440.0641089,430.1788889,506.0334709,610.1735294,590.2584929,617.482263,961.1887012,979.0860157,905.1965,1034.722501,1109.820852,1100.384191,1319.892912,1326.796767,1267.175945,1214.140729,1198.710985,1247.931425,1438.264347,1550.578225,1609.309077,1535.304614,1840.83516,1962.132889,1699.8575,2071.588791,2243.497719,2526.479405,2640.386045,2920.002592,3011.794159,2663.179645,2980.89064,3003.159538,3038.539207,2788.906679,
St. Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",,267.6021325,286.2116951,355.9608108,494.5302864,534.9488812,725.6654367,919.0731191,1238.610453,1553.957566,1476.934371,1608.796472,1693.762129,1862.89468,2030.67252,2064.448077,2361.752223,2984.745051,3995.645847,4930.469595,5603.09671,6510.451286,6925.900324,7548.317326,8835.742766,10696.36251,11335.62828,10380.11713,6659.425007,8687.138568,10067.96201,9483.014559,10922.38957,12134.16811,13672.74149,15953.75916,17952.28434,19977.91383,17506.52545,15517.73006,18945.78356,20590.30281,20896.83588,22223.10354,23865.22902,23455.32229,23964.41182,25894.5648,27244.27029,25837.00884,25288.45329,
Kuwait,2315.813623,2849.850696,2574.385626,3126.839717,8784.767842,10425.17481,10858.75092,11467.40656,12121.33371,,20587.82063,20836.59887,17168.9978,14944.07377,14493.13999,13791.39919,12889.79692,12910.75687,12496.40362,13945.43147,11309.78431,7497.305479,,,,17352.3505,19701.86591,18950.16968,15396.97155,16164.91737,18623.71616,16093.6057,16320.35289,19820.29636,25070.33357,32673.9629,40792.23972,43076.80011,49240.5943,33919.49556,34975.55698,41912.83203,44820.30252,43651.43999,40167.12965,27664.12866,25883.92217,28901.39314,31167.11805,30481.65366,,
Latin America & Caribbean (excluding high income),500.2342439,550.4056666,606.3723985,780.0579151,995.712713,1038.10578,1111.576252,1175.614476,1299.235976,1474.597259,1694.557314,1915.359224,1707.134909,1428.443923,1434.651849,1464.842755,1475.47511,1552.072313,1708.732079,1763.895342,2013.953146,2169.036618,2331.293328,2708.827865,3172.261028,3257.118794,3515.41073,3761.444886,3682.30189,3181.836956,3466.011004,3335.288906,2938.467182,2927.429673,3266.389103,3868.022,4511.652507,5305.736516,6010.397348,5523.957074,6726.582139,7648.119989,7462.119913,7649.370383,7636.139908,6536.033018,6258.439859,6926.272295,6581.220308,6455.765111,5285.759281,
Lao PDR,,,,,,,,,,,,,,,425.7865335,565.7912736,406.4305501,235.1448148,119.7523996,140.5285696,164.0807359,186.1288881,196.121564,226.5465675,256.0566033,274.976916,289.2317592,258.9962558,179.9774153,216.6432816,247.6868733,256.5313766,255.3894119,274.6466,325.4430678,378.2419707,433.8278763,533.6818629,647.666791,712.7956769,787.1409922,951.5651336,1165.5176,1375.311444,1535.826328,1655.485575,1800.977688,1860.580836,1960.371204,1985.984514,1941.158865,
Lebanon,,,,,,,,,,,,,,,,,,,,1000.678213,1062.889451,1453.807342,1683.233013,2108.189969,2488.88078,2969.694697,3332.987598,3576.236735,3965.985789,4051.651896,3960.229448,3787.442772,3788.572488,3208.385845,3805.727516,3866.093459,3865.808515,4514.569459,5244.774069,6201.110812,6399.672928,6216.252451,6422.156906,6412.140082,6199.671888,6204.239118,6225.581982,6443.05832,6550.186287,5995.89408,3586.598928,
Liberia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0592425,157.1797197,132.2722296,56.25965556,143.2251659,152.0451374,188.5349185,210.4293363,258.3761685,248.9159228,279.9763905,343.3890357,342.9824433,388.9777915,358.7293281,390.0239641,379.5713677,359.2779877,398.2624309,355.1119527,279.6264041,
Libya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2688.943071,3414.601999,4082.402805,5595.03068,6325.234613,7958.87744,9851.487287,7743.295779,8558.840507,4787.194483,9226.337201,8278.822876,5619.393221,3960.996027,3670.742698,5006.696507,6553.573785,6394.206778,3484.84555,
St. Lucia,,,,,,,,,,,1286.953285,1436.045659,1326.079887,1414.254259,1795.652563,1989.520325,2353.58016,2554.128144,2849.916612,3185.585288,3571.201657,3727.052747,4098.587462,4081.136442,4210.728453,4439.996962,4592.062671,4582.61373,4891.16622,5070.61491,5038.606048,4623.318704,4664.566016,5062.770121,5375.88115,5638.754544,6559.978029,6834.472272,7193.565072,6971.720778,6965.382206,7553.602378,7351.909929,7141.538637,7614.112615,7306.306252,7789.789819,8248.411572,8786.621147,8963.524578,6806.852756,
Latin America & Caribbean,530.4983987,585.0854848,640.2408321,822.5539715,1025.331302,1050.141741,1133.281269,1217.324697,1342.614071,1519.677767,1769.962167,2012.300164,1802.48493,1512.855913,1497.815445,1524.444359,1532.738138,1583.960111,1758.730777,1776.112458,2023.713049,2193.393994,2371.082645,2721.895827,3155.953527,3295.988155,3525.739504,3796.106735,3732.375093,3264.159796,3553.805569,3428.161689,2995.840035,2970.366559,3351.727024,3991.258898,4664.884839,5510.43243,6329.45517,5863.793137,7115.714338,7889.251398,7817.642188,7988.351076,8043.891341,6810.022097,6544.7117,7232.739258,6922.350239,6783.699689,5589.883062,
Least developed countries: UN classification,,,,,,,,,,,,,,,,186.3450878,193.3061247,207.1568027,220.0029508,230.7725437,249.9660778,258.8330998,261.0217505,278.4642172,287.9159482,349.5305984,409.6472663,472.5543833,566.6223272,702.9067715,816.5987318,914.7488099,1250.214513,1791.844277,2293.414591,2866.093219,3656.511714,5013.492058,6695.213575,7444.288352,8492.116506,9901.877855,801.0445205,802.7931535,857.7605099,853.0731449,837.232151,885.5889888,904.4826971,955.8391625,937.4442789,
Low income,,,,,,,,,,,,,,,,,,,,,,,,,285.478906,302.8284896,342.6202104,351.3864799,343.5925243,352.1100325,425.6719131,411.2215404,421.6344201,433.08841,497.8178357,561.89321,636.450715,739.5828636,870.3828125,914.6461537,971.9044718,580.4956131,558.6444794,561.028406,591.3200033,578.370387,535.9062199,553.3958277,574.4163074,599.7111806,575.8396736,
Liechtenstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,159.4177429,170.6943728,187.0429137,228.1512394,231.8264352,205.1197647,232.3445811,156.1877491,214.4565537,251.8211725,269.8878872,291.2964818,308.1236745,349.5127321,349.7400981,370.0348257,379.8560117,393.1251104,387.8991988,439.9520632,483.4285685,518.816048,547.3818748,609.5884096,666.9389999,705.4445124,765.1290184,784.6564036,771.4881912,799.5008531,773.3107033,808.9825187,922.0463013,994.4496079,1160.589649,1327.595735,1512.290087,1861.881494,1942.753159,2596.660482,2960.084595,3070.662301,3273.426622,3450.017162,3476.384496,3511.125496,3669.105972,3656.235844,3460.759223,3314.912279,
Lower middle income,115.0153977,117.9108981,126.9624129,150.292793,183.5341324,202.9077512,217.3940099,242.5085701,263.8030175,284.1103895,345.1609725,421.1880093,426.511137,409.939647,392.0038446,405.0250141,423.3776117,397.5621828,401.7358164,393.6015262,413.3677635,390.7290771,409.7600075,418.4782303,462.7001839,527.101242,581.5818589,602.7463492,574.7618468,636.8324103,664.587218,698.5777439,814.0131748,1023.700366,1232.532803,1472.669063,1817.784897,2383.275773,2947.644377,3199.361374,3734.00187,4297.15358,1747.929638,1744.231204,1802.44908,1783.660596,1842.208941,1944.393852,1928.396215,2018.995728,1905.959044,
Low & middle income,161.040428,169.9052653,185.8765168,229.2605673,275.3043517,297.0034577,309.5678351,338.8460892,359.6869115,404.8950944,463.4505849,525.8315929,507.0124175,479.0227161,478.3728174,495.1154761,508.8497284,507.2608988,540.0946182,553.620554,627.8636421,640.1167199,684.3211938,730.0656825,802.673151,889.8304319,974.3682962,1024.204388,993.9872779,976.6781331,1050.14696,1061.890945,1119.008526,1293.745882,1536.782025,1819.453252,2182.619079,2761.090254,3333.417275,3394.379712,3975.148547,4566.966847,3435.635885,3576.081814,3671.005035,3470.355183,3451.46378,3743.798346,3860.660802,3911.578021,3690.896373,
Lesotho,,,,,,,,,,,471.9192003,479.3801835,441.2739155,484.2426779,408.7552902,300.6072343,337.7742373,422.7784398,456.1960331,449.7137086,522.1792353,575.4852342,624.314727,591.3459208,595.3903704,641.9534098,597.7743627,613.4472025,530.881633,533.1700314,499.5021036,537.8775212,505.2206695,746.1726565,952.487717,1014.564014,1054.419988,1089.741951,1096.640135,1017.874813,1235.294015,1277.85973,1180.676457,1111.575746,1118.505728,1085.748215,959.5558033,1041.823836,1157.447466,1067.558941,807.3743756,
Late-demographic dividend,181.9311033,198.2485635,221.3241311,274.0824558,310.1820585,335.0117563,353.2059063,402.2571687,412.6995965,466.1662068,502.1012252,528.7414638,533.8524832,482.5586779,506.3245042,538.0101684,576.3148835,582.0924477,650.4592091,710.7154199,735.9248873,743.3506406,797.5688736,823.0805292,974.422616,1218.3417,1357.55026,1406.390963,1339.069305,1217.227835,1322.536715,1359.259832,1431.810291,1614.805625,1921.018457,2290.22985,2750.625789,3471.306216,4224.600475,4093.752545,4786.863503,5662.203899,6073.811184,6486.470141,6728.749533,6255.059227,6239.006333,6902.035254,7393.59176,7465.937931,7206.868591,
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,1624.366483,1854.692624,2303.311377,2609.911226,2541.448855,2715.589775,2952.194244,3520.391933,4629.620975,5671.283194,6741.156003,7914.924943,10359.66727,12654.53733,10331.80799,10176.00055,12034.79347,12011.00889,13289.48193,14166.5983,11837.68033,12465.34738,14097.59225,16190.2606,16442.82771,17026.26452,
Luxembourg,2220.767983,2230.458519,2961.555732,3878.902121,5064.675619,5348.376438,6402.900585,7371.908955,9238.240063,10646.99333,11874.02511,10518.08647,10966.52008,11115.04222,10699.65338,11122.5369,15794.12578,19712.96922,21770.59709,22753.80441,29148.23447,31604.19323,34453.59705,34323.14696,35914.02101,43399.03567,43245.50315,39892.73406,39106.57354,41439.67417,37689.82738,37764.74,39238.66503,46800.89302,61459.5058,66020.5295,64198.59551,81458.56606,82243.00747,57107.50624,63146.04737,68754.23916,73529.43703,72382.82378,75737.07083,55706.69181,58422.10712,65889.46096,69218.72195,61496.24408,67966.54648,
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,1433.693696,1568.905062,1791.471709,2004.871689,2121.729643,2394.04386,2656.414021,3108.96182,3880.133042,4791.38279,5849.1196,7278.091994,10671.94157,12655.41545,10289.37586,8651.941017,9972.442509,10312.53091,11303.72379,11931.93371,10454.12487,11017.8369,12141.70125,13749.38887,13820.14061,13734.54262,
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,,244.3405185,278.5828996,333.9534463,403.7577361,457.5242061,474.9209745,529.7715877,618.6517088,721.2367853,955.1389474,748.5757725,724.5160548,649.1704893,581.5224077,561.9946846,735.2305823,800.9692346,907.4678718,920.8524381,1045.836931,1100.210456,1129.599206,1036.157409,1156.118843,1231.013736,1357.529664,1210.294082,1286.948591,1265.546528,1165.972281,1171.128935,1241.9404,1514.35245,1714.467862,1791.665337,1947.422065,2214.765846,2561.988215,2519.040158,2443.246297,2610.496457,2514.380024,2718.298614,2723.837755,2472.595781,2490.972013,2608.432107,2773.840064,2785.531648,2644.452476,
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,439.9004195,498.4690795,419.2586678,275.3363762,328.1385663,402.8491815,484.6945329,609.1285691,828.5661886,974.6344818,1107.925034,1401.739758,1965.223914,1703.509267,2290.625161,2812.480685,3013.639044,3268.657795,3244.357488,2440.582247,2684.04206,3289.471423,3880.830346,4129.839893,4110.006777,
Madagascar,,,,,,,,,,,556.2741464,488.626034,474.6712049,455.3933366,364.4533582,348.4131014,385.0878809,266.8719133,254.9751759,243.5267994,295.5058043,229.5875545,256.405751,274.6063171,222.4656093,225.6195095,287.2500204,240.0668015,241.6888678,234.5760386,247.4829307,284.6460179,265.1513942,304.8284284,234.1011819,262.9493251,277.3521624,359.6327519,441.5046517,365.6548854,370.2914671,419.0747411,396.095458,420.2114429,417.7828763,361.1139258,367.7704771,412.2983555,435.7266742,429.8789117,388.2368957,
Maldives,,,,,,,,,,,,,,,,563.4189233,564.4597917,538.6250483,700.2230548,735.2285671,802.2854681,850.9133387,966.0277124,1043.494947,1155.832976,1350.553944,1495.27293,1639.127951,1704.749197,1822.577664,1907.524589,2637.425675,2635.989707,2992.266018,3411.597473,3174.577685,4233.859468,4233.409556,5162.185349,5289.804394,5464.534439,5737.100493,5806.676372,6241.376727,6807.248031,7269.045981,7390.931183,7708.738542,8104.664147,8278.86465,5623.401441,
Middle East & North Africa,,,,,,,,,,,,,,,,,,,,,,,,1902.90913,1926.417759,2149.972107,2345.896923,2441.425304,2389.225221,2498.693105,2631.81536,2642.249721,2607.904504,2791.234115,3214.030884,3682.66698,4278.552382,5068.337361,6037.585593,5559.991541,6297.152994,6603.130736,7018.411204,6845.695212,6825.757005,6079.840524,6081.108582,6122.883066,6139.285221,6180.515641,5597.407296,
Mexico,616.912727,662.2521126,739.8982484,881.8716399,1107.395599,1307.096309,1276.116122,1131.408815,1374.31729,1709.232512,2516.050131,3190.397735,2067.273414,1621.262463,1921.438381,2036.783154,1342.373111,1457.891248,1816.560361,2217.699897,2606.284195,3148.076074,3596.88454,4905.557597,5073.657865,3039.414996,3539.457992,4360.788275,4542.671089,5136.186404,5913.881339,6278.148035,6293.270666,5717.32379,6025.94455,6532.958247,7184.038885,7663.958847,7873.525314,6289.869273,7343.139609,7897.388339,7895.48616,8246.283148,8564.952145,7636.134675,6900.973997,7282.231879,7518.878017,7751.096419,6238.808601,
Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,165.2805148,174.4250001,191.0235471,235.7737893,283.1677193,305.5787305,318.6059255,348.831148,370.3777561,417.1285908,477.8173534,543.7515714,524.3018654,494.8543597,494.5565701,511.7320738,525.8746407,523.6530491,558.0248291,572.9601961,650.8566342,664.4855593,712.9189411,762.8639175,842.9816728,935.7048112,1025.136053,1078.702253,1047.675914,1029.918188,1107.029991,1121.597503,1183.769416,1373.571855,1634.403884,1938.969159,2331.1717,2957.032147,3575.722871,3643.16868,4278.853695,4963.267888,3726.647405,3885.067319,3990.994566,3775.163988,3762.912185,4089.402661,4222.160266,4282.058837,4045.543355,
North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,1020.281764,1383.293835,1856.949047,1832.606505,1552.974975,1504.332251,1533.243366,1493.143825,1467.635351,1588.458028,1908.320993,2183.983959,2392.309466,2670.925828,2919.622063,3725.595869,3589.794825,3525.241261,3966.920298,3664.006692,4124.551718,4362.551106,3838.144839,4105.457277,4300.668723,4966.873986,4911.928358,4844.689244,
Mali,,,,,,,,,,,224.4873814,190.8261011,158.7232288,153.6859925,143.7623793,163.6274586,214.4461963,239.7013214,242.0973443,242.9771303,290.799231,290.5198298,295.5560671,288.8773733,197.9893908,252.8595689,253.2736213,235.2567217,246.9140625,292.0280135,241.1118696,264.2934879,275.6054718,340.8341885,381.657944,426.1783971,437.8797308,494.3158227,587.5080077,579.2424491,593.7085091,692.0072405,617.1303554,659.4990955,721.2056238,640.464389,664.1859625,710.9619477,766.1225658,785.5928166,662.3375279,
Malta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Myanmar,69.26045368,69.2453893,61.08981034,63.91964092,90.84195249,100.8981242,105.3392917,107.8539575,113.674373,121.1557907,130.4454986,136.4886801,137.4023981,138.4123502,142.0025784,140.6661621,169.3912096,205.124793,247.9255431,340.6389188,470.1430533,599.0606925,787.2354996,1105.894565,1526.682745,2080.236343,2595.68008,3363.863859,4610.003152,6465.649877,7798.908983,9459.100282,14150.4296,21874.25247,29119.73612,37573.03388,49583.97811,70430.23222,96768.88232,109651.665,127815.7532,151861.287,2050.008985,1036.19923,1042.990741,1040.884039,994.9051393,999.2983742,1094.838276,1118.390998,1299.772918,
Middle East & North Africa (excluding high income),,,,,,,,,,,,,,,,,,,,,,,,945.3080733,980.9387606,1149.819033,1289.658508,1352.187151,1402.007236,1467.197738,1472.577335,1514.528155,1481.136218,1566.790418,1821.291128,2045.575929,2354.043425,2920.359833,3502.032199,3514.869221,3924.46425,3714.706561,3972.786095,3618.219993,3515.977807,3195.682924,3218.81799,3042.345013,2758.610346,2814.104277,2550.469643,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4015.243006,5389.647455,6636.023352,6027.954205,5838.291475,6516.912706,5962.290716,6564.46182,6701.377198,5945.821925,6284.860867,7030.11873,7925.975243,7964.854746,6884.087012,
Mongolia,,,,,,,,,,,,1022.991291,1098.56476,1136.568956,841.4094432,838.3016856,1124.842317,1127.123163,1131.949979,1130.205702,835.7291462,937.9025422,515.467677,301.5008523,347.2489714,541.8634997,528.5982142,443.7844262,424.7656994,399.1207391,414.8668772,451.4100993,494.755348,564.6902798,678.4958999,812.5780974,1006.855246,1248.94474,1646.073529,1316.387446,1860.434343,2583.262659,3319.118676,3483.957902,3199.894838,3056.450512,2892.330572,2643.672689,3094.703695,3279.07693,2859.460565,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,,,212.0818943,135.0470812,139.7708648,134.9104585,125.8097497,178.5977666,220.0323039,243.7536027,284.8116947,253.9419441,228.6235534,213.5998186,260.9861,321.2208542,350.2942603,356.0243707,399.2323197,466.1104714,440.8675023,388.5491746,485.3644313,536.9744692,537.8289769,542.6953078,465.6521551,336.057797,352.2724638,392.3608083,385.2019032,330.4207417,
Mauritania,,,,,,,,,,,603.6433765,606.2635553,587.2554683,595.9915318,541.4076382,478.7410771,550.2230043,614.5203171,636.2413207,637.7506974,643.7835486,923.2728252,907.6363313,749.0121637,766.6625257,801.8257666,837.6808312,790.8449618,756.0238112,725.7330085,632.7773514,579.6362368,600.4448114,679.9429067,743.7360408,862.6770607,964.1321579,1045.648639,1233.694261,1210.064529,1296.817405,1512.376275,1449.059545,1552.080198,1369.589963,1292.172927,1317.245749,1361.81737,1486.413933,1543.779058,1392.338373,
Mauritius,,,,,,,748.307795,849.3510886,1027.446435,1189.375818,1083.755547,1057.833611,985.9796507,995.4086506,941.8038368,966.8968134,1315.485621,1714.914137,1925.322909,1965.095831,2363.821736,2529.573281,2788.736462,2751.950625,2890.689956,3204.60323,3429.36216,3176.770724,3119.451149,3225.044757,3450.059384,3432.594406,3603.60851,4279.675825,4836.593827,4725.377824,5159.219344,6089.441262,7242.5333,6359.063374,6661.42786,7508.500368,8008.50052,8778.47002,9345.388364,8661.410094,9155.012717,10138.83933,11114.25556,11064.16186,8333.510002,
Malawi,,,,,,,,,,,154.5816932,153.6917488,139.8246806,148.1043477,146.3009412,132.141632,125.380296,112.3582948,127.5010815,139.2897201,161.4811488,190.4064133,150.6032971,177.4747507,86.6099785,99.62263844,181.813046,215.5472543,125.9971171,129.302866,122.6098082,115.8199224,248.8990406,214.4723148,234.4019086,238.5627975,251.2619573,270.9470291,314.9037596,340.1977148,373.9533933,425.5238369,294.6903315,268.1467251,284.7923857,299.8284156,255.619035,425.8694901,466.4534473,516.6130365,561.4053186,
Malaysia,250.5969905,258.1118267,266.5155285,358.1994794,509.6680327,455.3152657,529.1266216,603.0557017,775.6920375,840.9801286,967.1584307,1119.136576,1016.83552,1134.514285,1392.344583,1196.411134,952.2884639,1008.293511,1156.035491,1200.160676,1412.86451,1616.686612,1896.906422,2188.171563,2420.352071,2844.578558,3168.207455,3059.578666,2000.770414,2135.265127,2499.740592,2499.222425,2737.659687,2920.660523,3339.478902,3772.09337,4257.090667,5076.484322,5870.126849,5180.62984,6383.682444,7493.243938,7658.786001,7815.541547,7941.535097,7082.075157,7036.509125,7222.415012,7785.454429,8035.782234,7471.042398,
North America,4445.572855,4756.073853,5211.641942,5785.13912,6090.198526,6504.53986,7219.092585,7891.81284,8759.501472,9362.767588,9977.665569,11278.71833,11857.37382,12554.65313,13958.96336,14774.51742,15427.0456,16374.12482,17880.76497,18858.67295,19587.17236,19982.74779,20703.47249,21259.71277,22345.54764,23352.12755,24486.98734,25897.87394,27157.62121,28431.80287,30025.81955,30616.20496,31243.82535,32583.99428,34619.17716,36754.95411,39077.59954,40154.99504,39961.68751,38540.85375,40897.24011,42651.16357,44576.95606,45447.97042,47050.3721,47696.54555,48013.92842,49987.01787,52162.37097,53602.93375,51368.37842,
